roll_call_id,bill_id,date,desc,passed,chamber,people_id,vote_text
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,21280,Yea
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,21638,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,21656,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,21657,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22681,Yea
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22730,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22731,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22732,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22733,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22734,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22735,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22736,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22737,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22738,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22740,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22741,Yea
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22742,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22743,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22744,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22745,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,22912,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24754,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24755,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24756,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24757,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24758,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24759,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24760,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24761,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24762,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24763,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24764,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24766,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24767,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24768,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24770,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24771,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24772,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24773,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24774,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24775,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24776,Yea
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24777,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24947,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,24948,Nay
1454011,1881230,2024-06-05,House  Amendment 29 rejected - 27 YEAS to 131 NAYS,0,H,25189,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2403,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2404,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2435,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2463,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2471,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2506,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2510,Absent
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2531,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2552,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2555,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2560,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2566,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2567,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2572,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,2577,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,12439,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,13058,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,13105,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,13110,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,13317,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,16183,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,16207,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,16256,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,17662,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,17963,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,19195,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,19410,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,19433,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,21064,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,21126,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,21127,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,21141,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,21648,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,22739,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,22841,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,22842,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,23059,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,24765,Yea
1457118,1882293,2024-06-13,Senate conference committee report Roll Call #179,1,S,24769,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2403,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2404,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2435,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2463,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2471,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2506,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2510,Absent
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2531,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2552,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2555,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2560,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2566,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2567,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2572,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,2577,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,12439,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,13058,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,13105,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,13110,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,13317,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,16183,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,16207,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,16256,Yea
1457110,1783162,2024-06-13,Senate Enacted Roll Call #183,1,S,17662,Yea
