roll_call_id,bill_id,date,passed,chamber,people_id,name,party,state_id_x,role,district,status,state,state_id_y,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id
1454011,1881230,2024-06-05,0,H,22731,Kip Diggs,D,21,Rep,HD-02-BAR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22732,Patricia Duffy,D,21,Rep,HD-05-HAM,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22733,Brandy Fluker Oakley,D,21,Rep,HD-12-SUF,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22734,Jessica Giannino,D,21,Rep,HD-16-SUF,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22735,Vanna Howard,D,21,Rep,HD-17-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22736,Sally Kerans,D,21,Rep,HD-13-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22737,Meghan Kilcoyne,D,21,Rep,HD-12-WOR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22738,Michael Kushmerek,D,21,Rep,HD-03-WOR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22740,Steven Owens,D,21,Rep,HD-29-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22741,Kelly Pease,R,21,Rep,HD-04-HAM,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22742,Ted Philips,D,21,Rep,HD-08-NOR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22743,Orlando Ramos,D,21,Rep,HD-09-HAM,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22744,Adam Scanlon,D,21,Rep,HD-14-BRI,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22745,Erika Uyterhoeven,D,21,Rep,HD-27-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,22912,Jeffrey Turco,D,21,Rep,HD-19-SUF,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24754,James Arena-DeRosa,D,21,Rep,HD-08-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24755,Jennifer Balinsky Armini,D,21,Rep,HD-08-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24756,Shirley Arriaga,D,21,Rep,HD-08-HAM,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24757,Simon Cataldo,D,21,Rep,HD-14-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24758,Manny Cruz,D,21,Rep,HD-07-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24759,Kate Donaghue,D,21,Rep,HD-19-WOR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24760,Rodney Elliott,D,21,Rep,HD-16-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24761,Christopher Flanagan,D,21,Rep,HD-01-BAR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24762,Judith Garcia,D,21,Rep,HD-11-SUF,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24763,Ryan Hamilton,D,21,Rep,HD-15-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24764,Kristin Kassner,D,21,Rep,HD-02-ESS,1,MA,21,H4707,B,1,H,51,H,51
