source,target,weight
13105,22733,26
13105,22734,26
13105,22735,26
13105,22736,26
13105,22737,23
13105,22738,26
13105,22740,26
13105,22741,33
13105,22742,26
13105,22743,26
13105,22744,26
13105,22745,23
13105,22912,27
13105,24754,26
13105,24755,26
13105,24756,26
13105,24757,26
13105,24758,25
13105,24759,26
13105,24760,26
13105,24761,26
13105,24762,26
13105,24763,26
13105,24764,26
13105,24766,26
13105,24767,25
13105,24768,25
13105,24770,26
13105,24771,26
13105,24772,26
13105,24773,28
13105,24774,22
13105,24775,26
13105,24776,30
13105,24777,26
13105,13317,1801
13105,2493,20
13105,2528,21
13105,16194,21
13105,19189,24
13105,24947,22
13105,24948,22
13105,25189,15
13110,2445,766
13110,16183,3084
13110,16207,3148
13110,16256,3107
13110,17662,3118
13110,19195,3118
13110,19410,3118
13110,19433,3108
13110,21064,3118
13110,21126,3079
13110,21127,3114
13110,21141,3060
13110,21648,3118
13110,22739,3118
13110,22841,3106
13110,22842,3077
13110,23059,3115
13110,24765,3115
13110,24769,3118
13110,17963,3201
13110,2576,223
13110,2390,31
13110,2391,30
13110,2394,32
13110,2395,31
13110,2396,28
13110,2405,31
13110,2422,32
13110,2434,32
13110,2440,28
13110,2441,27
13110,2442,32
13110,2443,29
13110,2444,28
13110,2449,32
13110,2451,30
13110,2456,32
13110,2457,30
13110,2459,28
13110,2464,31
13110,2472,32
13110,2476,32
13110,2478,32
13110,2480,32
13110,2481,32
13110,2483,32
13110,2488,32
13110,2491,31
13110,2497,26
13110,2501,32
13110,2507,24
13110,2519,28
13110,2526,31
13110,12427,28
13110,12436,24
13110,12442,28
13110,12454,28
13110,12455,28
13110,12461,32
13110,13053,32
13110,13059,29
13110,13064,31
13110,13106,32
13110,13111,31
13110,13112,32
13110,13113,32
13110,13114,28
13110,13116,21
13110,13123,32
13110,13877,32
13110,13969,29
13110,16186,32
13110,16187,12
13110,16188,32
13110,16189,32
13110,16191,31
13110,16192,22
13110,16196,27
13110,16197,32
13110,16199,31
13110,16202,29
13110,16203,32
13110,17644,29
13110,17645,32
13110,17646,32
13110,17647,31
13110,17648,26
13110,17649,28
13110,17650,27
13110,17652,28
13110,17653,32
13110,17655,25
13110,17656,31
13110,17657,32
13110,17659,30
13110,17660,32
13110,17661,27
13110,17708,32
13110,17871,32
13110,17960,32
13110,17962,32
13110,17971,32
13110,17989,28
13110,19185,28
13110,19188,29
13110,19191,28
13110,19192,32
13110,19193,29
13110,19194,32
13110,19304,32
13110,19306,31
13110,19442,28
13110,19443,32
13110,19623,31
13110,21065,32
13110,21129,30
13110,21130,30
13110,21131,31
13110,21132,32
13110,21135,30
13110,21136,32
13110,21137,24
13110,21138,30
13110,21139,32
13110,21142,32
13110,21143,25
13110,21145,32
13110,21147,27
13110,21148,26
13110,21149,30
13110,21150,32
13110,21280,28
13110,21638,32
13110,21656,30
13110,21657,28
13110,22681,27
13110,22730,32
13110,22731,32
13110,22732,32
13110,22733,32
13110,22734,32
13110,22735,32
13110,22736,32
13110,22737,29
13110,22738,32
13110,22740,32
13110,22741,27
13110,22742,32
13110,22743,32
13110,22744,32
13110,22745,23
13110,22912,31
13110,24754,32
13110,24755,32
13110,24756,30
13110,24757,32
13110,24758,31
13110,24759,32
13110,24760,32
13110,24761,32
13110,24762,32
13110,24763,32
13110,24764,32
13110,24766,32
13110,24767,30
13110,24768,30
13110,24770,32
13110,24771,32
13110,24772,30
13110,24773,30
13110,24774,26
13110,24775,32
13110,24776,25
13110,24777,32
13110,13317,1693
13110,2493,26
13110,2528,27
13110,16194,26
13110,19189,30
13110,24947,28
13110,24948,28
13110,25189,14
16183,2445,740
16183,16207,3115
16183,16256,3076
16183,17662,3085
16183,19195,3085
16183,19410,3085
16183,19433,3075
16183,21064,3085
16183,21126,3046
16183,21127,3081
16183,21141,3027
16183,21648,3085
16183,22739,3085
16183,22841,3073
16183,22842,3044
16183,23059,3082
16183,24765,3082
16183,24769,3085
16183,17963,3167
16183,2576,224
16183,2390,30
16183,2391,31
16183,2394,31
16183,2395,30
16183,2396,29
16183,2405,30
16183,2422,31
16183,2434,31
16183,2440,29
16183,2441,26
16183,2442,31
16183,2443,30
16183,2444,29
16183,2449,31
16183,2451,31
16183,2456,31
16183,2457,29
16183,2459,29
16183,2464,30
16183,2472,31
16183,2476,31
16183,2478,31
16183,2480,31
16183,2481,31
16183,2483,31
16183,2488,31
16183,2491,30
16183,2497,25
16183,2501,31
16183,2507,24
16183,2519,29
16183,2526,30
16183,12427,29
16183,12436,25
16183,12442,29
16183,12454,29
16183,12455,29
16183,12461,31
16183,13053,31
16183,13059,30
16183,13064,30
16183,13106,31
16183,13111,30
16183,13112,31
16183,13113,31
16183,13114,29
16183,13116,22
16183,13123,31
16183,13877,31
16183,13969,28
16183,16186,31
16183,16187,11
16183,16188,31
16183,16189,31
16183,16191,30
16183,16192,23
16183,16196,28
16183,16197,31
16183,16199,30
16183,16202,28
16183,16203,31
16183,17644,28
16183,17645,31
16183,17646,31
16183,17647,31
16183,17648,27
16183,17649,29
16183,17650,28
16183,17652,29
16183,17653,31
16183,17655,26
16183,17656,30
16183,17657,31
16183,17659,31
16183,17660,31
16183,17661,28
16183,17708,31
16183,17871,31
16183,17960,31
16183,17962,31
16183,17971,31
16183,17989,29
16183,19185,26
16183,19188,28
16183,19191,28
16183,19192,31
16183,19193,28
16183,19194,31
16183,19304,31
16183,19306,30
16183,19442,27
16183,19443,31
16183,19623,30
16183,21065,31
16183,21129,29
16183,21130,29
16183,21131,31
16183,21132,31
16183,21135,30
16183,21136,31
16183,21137,24
16183,21138,31
16183,21139,31
16183,21142,31
16183,21143,26
16183,21145,31
16183,21147,28
16183,21148,27
16183,21149,29
16183,21150,31
16183,21280,29
16183,21638,31
16183,21656,29
16183,21657,27
16183,22681,28
16183,22730,31
16183,22731,31
16183,22732,31
16183,22733,31
16183,22734,31
16183,22735,31
16183,22736,31
16183,22737,28
16183,22738,31
16183,22740,31
16183,22741,28
16183,22742,31
16183,22743,31
16183,22744,31
16183,22745,22
16183,22912,32
16183,24754,31
16183,24755,31
16183,24756,31
16183,24757,31
16183,24758,30
16183,24759,31
16183,24760,31
16183,24761,31
16183,24762,31
16183,24763,31
16183,24764,31
16183,24766,31
16183,24767,29
16183,24768,29
16183,24770,31
16183,24771,31
16183,24772,31
16183,24773,29
16183,24774,25
16183,24775,31
16183,24776,26
16183,24777,31
16183,13317,1689
16183,2493,25
16183,2528,26
16183,16194,25
16183,19189,29
16183,24947,27
16183,24948,27
16183,25189,14
16207,2445,766
16207,16256,3136
16207,17662,3149
16207,19195,3149
16207,19410,3149
16207,19433,3143
16207,21064,3149
16207,21126,3110
16207,21127,3145
16207,21141,3091
16207,21648,3149
16207,22739,3149
16207,22841,3139
16207,22842,3104
16207,23059,3146
16207,24765,3146
16207,24769,3149
16207,17963,3243
16207,2576,226
16207,2390,30
16207,2391,31
16207,2394,31
16207,2395,30
16207,2396,29
16207,2405,30
16207,2422,31
16207,2434,31
16207,2440,29
16207,2441,26
16207,2442,31
16207,2443,30
16207,2444,29
16207,2449,31
16207,2451,31
16207,2456,31
16207,2457,29
16207,2459,29
16207,2464,30
16207,2472,31
16207,2476,31
16207,2478,31
16207,2480,31
16207,2481,31
16207,2483,31
16207,2488,31
16207,2491,30
16207,2497,25
16207,2501,31
16207,2507,24
16207,2519,29
16207,2526,30
16207,12427,29
16207,12436,25
16207,12442,29
16207,12454,29
16207,12455,29
16207,12461,31
16207,13053,31
16207,13059,30
16207,13064,30
16207,13106,31
16207,13111,30
16207,13112,31
16207,13113,31
16207,13114,29
16207,13116,22
16207,13123,31
16207,13877,31
16207,13969,28
16207,16186,31
16207,16187,11
16207,16188,31
16207,16189,31
16207,16191,30
16207,16192,23
16207,16196,28
16207,16197,31
16207,16199,30
16207,16202,28
16207,16203,31
16207,17644,28
16207,17645,31
16207,17646,31
16207,17647,30
16207,17648,27
16207,17649,29
16207,17650,28
16207,17652,29
16207,17653,31
16207,17655,26
16207,17656,30
16207,17657,31
16207,17659,31
16207,17660,31
16207,17661,28
16207,17708,31
16207,17871,31
16207,17960,31
16207,17962,31
16207,17971,31
16207,17989,29
16207,19185,27
16207,19188,28
16207,19191,27
16207,19192,31
16207,19193,28
16207,19194,31
16207,19304,31
16207,19306,30
16207,19442,27
16207,19443,31
16207,19623,30
16207,21065,31
16207,21129,29
16207,21130,29
16207,21131,30
16207,21132,31
16207,21135,29
16207,21136,31
16207,21137,24
16207,21138,31
16207,21139,31
16207,21142,31
16207,21143,26
16207,21145,31
16207,21147,28
16207,21148,27
16207,21149,29
16207,21150,31
16207,21280,29
16207,21638,31
16207,21656,29
16207,21657,27
16207,22681,28
16207,22730,31
16207,22731,31
16207,22732,31
16207,22733,31
16207,22734,31
16207,22735,31
16207,22736,31
16207,22737,28
16207,22738,31
16207,22740,31
16207,22741,28
16207,22742,31
16207,22743,31
16207,22744,31
16207,22745,22
16207,22912,32
16207,24754,31
16207,24755,31
16207,24756,31
16207,24757,31
16207,24758,30
16207,24759,31
16207,24760,31
16207,24761,31
16207,24762,31
16207,24763,31
16207,24764,31
16207,24766,31
16207,24767,29
16207,24768,29
16207,24770,31
16207,24771,31
16207,24772,31
16207,24773,29
16207,24774,25
16207,24775,31
16207,24776,26
16207,24777,31
16207,13317,1734
16207,2493,25
16207,2528,26
16207,16194,25
16207,19189,29
16207,24947,27
16207,24948,27
16207,25189,14
16256,2445,766
16256,17662,3108
16256,19195,3108
16256,19410,3108
16256,19433,3098
16256,21064,3108
16256,21126,3069
16256,21127,3106
16256,21141,3053
16256,21648,3108
16256,22739,3108
16256,22841,3099
16256,22842,3081
16256,23059,3107
16256,24765,3107
16256,24769,3108
16256,17963,3213
16256,2576,222
16256,2390,27
16256,2391,28
16256,2394,28
16256,2395,27
16256,2396,32
16256,2405,27
16256,2422,28
16256,2434,28
16256,2440,32
16256,2441,23
16256,2442,28
16256,2443,33
16256,2444,32
16256,2449,28
16256,2451,28
16256,2456,28
16256,2457,28
16256,2459,32
16256,2464,27
16256,2472,28
16256,2476,28
16256,2478,28
16256,2480,28
16256,2481,28
16256,2483,28
16256,2488,28
16256,2491,27
16256,2497,23
16256,2501,28
16256,2507,23
16256,2519,32
16256,2526,27
16256,12427,32
16256,12436,28
16256,12442,32
16256,12454,32
16256,12455,32
16256,12461,28
16256,13053,28
16256,13059,27
16256,13064,27
16256,13106,28
16256,13111,27
16256,13112,28
16256,13113,28
16256,13114,32
16256,13116,25
16256,13123,28
16256,13877,28
16256,13969,25
16256,16186,28
16256,16187,11
16256,16188,28
16256,16189,28
16256,16191,27
16256,16192,21
16256,16196,31
16256,16197,28
16256,16199,27
16256,16202,27
16256,16203,28
16256,17644,25
16256,17645,28
16256,17646,28
16256,17647,28
16256,17648,30
16256,17649,32
16256,17650,31
16256,17652,32
16256,17653,28
16256,17655,29
16256,17656,28
16256,17657,28
16256,17659,28
16256,17660,28
16256,17661,31
16256,17708,28
16256,17871,28
16256,17960,28
16256,17962,28
16256,17971,28
16256,17989,32
16256,19185,29
16256,19188,31
16256,19191,31
16256,19192,28
16256,19193,25
16256,19194,28
16256,19304,28
16256,19306,27
16256,19442,25
16256,19443,28
16256,19623,27
16256,21065,28
16256,21129,28
16256,21130,28
16256,21131,28
16256,21132,28
16256,21135,27
16256,21136,28
16256,21137,21
16256,21138,28
16256,21139,28
16256,21142,28
16256,21143,29
16256,21145,28
16256,21147,31
16256,21148,30
16256,21149,26
16256,21150,28
16256,21280,32
16256,21638,28
16256,21656,30
16256,21657,30
16256,22681,31
16256,22730,28
16256,22731,28
16256,22732,28
16256,22733,28
16256,22734,28
16256,22735,28
16256,22736,28
16256,22737,25
16256,22738,28
16256,22740,28
16256,22741,31
16256,22742,28
16256,22743,28
16256,22744,28
16256,22745,25
16256,22912,29
16256,24754,28
16256,24755,28
16256,24756,28
16256,24757,28
16256,24758,27
16256,24759,28
16256,24760,28
16256,24761,28
16256,24762,28
16256,24763,28
16256,24764,28
16256,24766,28
16256,24767,26
16256,24768,26
16256,24770,28
16256,24771,28
16256,24772,28
16256,24773,30
16256,24774,24
16256,24775,28
16256,24776,29
16256,24777,28
16256,13317,1703
16256,2493,22
16256,2528,23
16256,16194,22
16256,19189,26
16256,24947,24
16256,24948,24
16256,25189,16
17662,2445,766
17662,19195,3119
17662,19410,3119
17662,19433,3109
17662,21064,3119
17662,21126,3080
17662,21127,3115
17662,21141,3061
17662,21648,3119
17662,22739,3119
17662,22841,3107
17662,22842,3078
17662,23059,3116
17662,24765,3116
17662,24769,3119
17662,17963,3201
17662,2576,224
17662,2390,30
17662,2391,31
17662,2394,31
17662,2395,30
17662,2396,29
17662,2405,30
17662,2422,31
17662,2434,31
17662,2440,29
17662,2441,26
17662,2442,31
17662,2443,30
17662,2444,29
17662,2449,31
17662,2451,31
17662,2456,31
17662,2457,29
17662,2459,29
17662,2464,30
17662,2472,31
17662,2476,31
17662,2478,31
17662,2480,31
17662,2481,31
17662,2483,31
17662,2488,31
17662,2491,30
17662,2497,25
17662,2501,31
17662,2507,24
17662,2519,29
17662,2526,30
17662,12427,29
17662,12436,25
17662,12442,29
17662,12454,29
17662,12455,29
17662,12461,31
17662,13053,31
17662,13059,30
17662,13064,30
17662,13106,31
17662,13111,30
17662,13112,31
17662,13113,31
17662,13114,29
17662,13116,22
17662,13123,31
17662,13877,31
17662,13969,28
17662,16186,31
17662,16187,11
17662,16188,31
17662,16189,31
17662,16191,30
17662,16192,23
17662,16196,28
17662,16197,31
17662,16199,30
17662,16202,28
17662,16203,31
17662,17644,28
17662,17645,31
17662,17646,31
17662,17647,30
17662,17648,27
17662,17649,29
17662,17650,28
17662,17652,29
17662,17653,31
17662,17655,26
17662,17656,30
17662,17657,31
17662,17659,31
17662,17660,31
17662,17661,28
17662,17708,31
17662,17871,31
17662,17960,31
17662,17962,31
17662,17971,31
17662,17989,29
17662,19185,27
17662,19188,28
17662,19191,27
17662,19192,31
17662,19193,28
17662,19194,31
17662,19304,31
17662,19306,30
17662,19442,27
17662,19443,31
17662,19623,30
17662,21065,31
17662,21129,29
17662,21130,29
17662,21131,30
17662,21132,31
17662,21135,29
17662,21136,31
17662,21137,24
17662,21138,31
17662,21139,31
17662,21142,31
17662,21143,26
17662,21145,31
17662,21147,28
17662,21148,27
17662,21149,29
17662,21150,31
17662,21280,29
17662,21638,31
17662,21656,29
17662,21657,27
17662,22681,28
17662,22730,31
17662,22731,31
17662,22732,31
17662,22733,31
17662,22734,31
17662,22735,31
17662,22736,31
17662,22737,28
17662,22738,31
17662,22740,31
17662,22741,28
17662,22742,31
17662,22743,31
17662,22744,31
17662,22745,22
17662,22912,32
17662,24754,31
17662,24755,31
17662,24756,31
17662,24757,31
17662,24758,30
17662,24759,31
17662,24760,31
17662,24761,31
17662,24762,31
17662,24763,31
17662,24764,31
17662,24766,31
17662,24767,29
17662,24768,29
17662,24770,31
17662,24771,31
17662,24772,31
17662,24773,29
17662,24774,25
17662,24775,31
17662,24776,26
17662,24777,31
17662,13317,1694
17662,2493,25
17662,2528,26
17662,16194,25
17662,19189,29
17662,24947,27
17662,24948,27
17662,25189,14
17963,2445,813
17963,19195,3201
17963,19410,3201
17963,19433,3207
17963,21064,3201
17963,21126,3168
17963,21127,3205
17963,21141,3179
17963,21648,3201
17963,22739,3201
17963,22841,3203
17963,22842,3170
17963,23059,3202
17963,24765,3202
17963,24769,3201
17963,2576,220
17963,2390,27
17963,2391,28
17963,2394,28
17963,2395,27
17963,2396,34
17963,2405,27
17963,2422,28
17963,2434,28
17963,2440,34
17963,2441,24
17963,2442,28
17963,2443,33
17963,2444,34
17963,2449,28
17963,2451,28
17963,2456,28
17963,2457,28
17963,2459,34
17963,2464,27
17963,2472,28
17963,2476,28
17963,2478,28
17963,2480,28
17963,2481,28
17963,2483,28
17963,2488,28
17963,2491,27
17963,2497,23
17963,2501,28
17963,2507,23
17963,2519,34
17963,2526,27
17963,12427,34
17963,12436,30
17963,12442,34
17963,12454,34
17963,12455,34
17963,12461,28
17963,13053,28
17963,13059,27
17963,13064,27
17963,13106,28
17963,13111,27
17963,13112,28
17963,13113,28
17963,13114,34
17963,13116,27
17963,13123,28
17963,13877,28
17963,13969,25
17963,16186,28
17963,16187,11
17963,16188,28
17963,16189,28
17963,16191,27
17963,16192,21
17963,16196,31
17963,16197,28
17963,16199,27
17963,16202,27
17963,16203,28
17963,17644,25
17963,17645,28
17963,17646,28
17963,17647,26
17963,17648,32
17963,17649,34
17963,17650,33
17963,17652,34
17963,17653,28
17963,17655,31
17963,17656,28
17963,17657,28
17963,17659,28
17963,17660,28
17963,17661,31
17963,17708,28
17963,17871,28
17963,17960,28
17963,17962,28
17963,17971,28
17963,17989,34
17963,19185,28
17963,19188,31
17963,19191,29
17963,19192,28
17963,19193,25
17963,19194,28
17963,19304,28
17963,19306,27
17963,19442,25
17963,19443,28
17963,19623,27
17963,21065,28
17963,21129,28
17963,21130,28
17963,21131,26
17963,21132,28
17963,21135,25
17963,21136,28
17963,21137,21
17963,21138,28
17963,21139,28
17963,21142,28
17963,21143,29
17963,21145,28
17963,21147,33
17963,21148,32
17963,21149,26
17963,21150,28
17963,21280,34
17963,21638,28
17963,21656,30
17963,21657,30
17963,22681,33
17963,22730,28
17963,22731,28
17963,22732,28
17963,22733,28
17963,22734,28
17963,22735,28
17963,22736,28
17963,22737,25
17963,22738,28
17963,22740,28
17963,22741,33
17963,22742,28
17963,22743,28
17963,22744,28
17963,22745,25
17963,22912,29
17963,24754,28
17963,24755,28
17963,24756,28
17963,24757,28
17963,24758,27
17963,24759,28
17963,24760,28
17963,24761,28
17963,24762,28
17963,24763,28
17963,24764,28
17963,24766,28
17963,24767,26
17963,24768,27
17963,24770,28
17963,24771,28
17963,24772,28
17963,24773,30
17963,24774,24
17963,24775,28
17963,24776,31
17963,24777,28
17963,13317,1802
17963,2493,22
17963,2528,23
17963,16194,22
17963,19189,26
17963,24947,24
17963,24948,24
17963,25189,16
19195,2445,766
19195,19410,3119
19195,19433,3109
19195,21064,3119
19195,21126,3080
19195,21127,3115
19195,21141,3061
19195,21648,3119
19195,22739,3119
19195,22841,3107
19195,22842,3078
19195,23059,3116
19195,24765,3116
19195,24769,3119
19195,2576,224
19195,2390,30
19195,2391,31
19195,2394,31
19195,2395,30
19195,2396,29
19195,2405,30
19195,2422,31
19195,2434,31
19195,2440,29
19195,2441,26
19195,2442,31
19195,2443,30
19195,2444,29
19195,2449,31
19195,2451,31
19195,2456,31
19195,2457,29
19195,2459,29
19195,2464,30
19195,2472,31
19195,2476,31
19195,2478,31
19195,2480,31
19195,2481,31
19195,2483,31
19195,2488,31
19195,2491,30
19195,2497,25
19195,2501,31
19195,2507,24
19195,2519,29
19195,2526,30
19195,12427,29
19195,12436,25
19195,12442,29
19195,12454,29
19195,12455,29
19195,12461,31
19195,13053,31
19195,13059,30
19195,13064,30
19195,13106,31
19195,13111,30
19195,13112,31
19195,13113,31
19195,13114,29
19195,13116,22
19195,13123,31
19195,13877,31
19195,13969,28
19195,16186,31
19195,16187,11
19195,16188,31
19195,16189,31
19195,16191,30
19195,16192,23
19195,16196,28
19195,16197,31
19195,16199,30
19195,16202,28
19195,16203,31
19195,17644,28
19195,17645,31
19195,17646,31
19195,17647,30
19195,17648,27
19195,17649,29
19195,17650,28
19195,17652,29
19195,17653,31
19195,17655,26
19195,17656,30
19195,17657,31
19195,17659,31
19195,17660,31
19195,17661,28
19195,17708,31
19195,17871,31
19195,17960,31
19195,17962,31
19195,17971,31
19195,17989,29
19195,19185,27
19195,19188,28
19195,19191,27
19195,19192,31
19195,19193,28
19195,19194,31
19195,19304,31
19195,19306,30
19195,19442,27
19195,19443,31
19195,19623,30
19195,21065,31
19195,21129,29
19195,21130,29
19195,21131,30
19195,21132,31
19195,21135,29
19195,21136,31
19195,21137,24
19195,21138,31
19195,21139,31
19195,21142,31
19195,21143,26
19195,21145,31
19195,21147,28
19195,21148,27
19195,21149,29
19195,21150,31
19195,21280,29
19195,21638,31
19195,21656,29
19195,21657,27
19195,22681,28
19195,22730,31
19195,22731,31
19195,22732,31
19195,22733,31
19195,22734,31
19195,22735,31
19195,22736,31
19195,22737,28
19195,22738,31
19195,22740,31
19195,22741,28
19195,22742,31
19195,22743,31
19195,22744,31
19195,22745,22
19195,22912,32
19195,24754,31
19195,24755,31
19195,24756,31
19195,24757,31
19195,24758,30
19195,24759,31
19195,24760,31
19195,24761,31
19195,24762,31
19195,24763,31
19195,24764,31
19195,24766,31
19195,24767,29
19195,24768,29
19195,24770,31
19195,24771,31
19195,24772,31
19195,24773,29
19195,24774,25
19195,24775,31
19195,24776,26
19195,24777,31
19195,13317,1694
19195,2493,25
19195,2528,26
19195,16194,25
19195,19189,29
19195,24947,27
19195,24948,27
19195,25189,14
19410,2445,766
19410,19433,3109
19410,21064,3119
19410,21126,3080
19410,21127,3115
19410,21141,3061
19410,21648,3119
19410,22739,3119
19410,22841,3107
19410,22842,3078
19410,23059,3116
19410,24765,3116
19410,24769,3119
19410,2576,224
19410,2390,30
19410,2391,31
19410,2394,31
19410,2395,30
19410,2396,29
19410,2405,30
19410,2422,31
19410,2434,31
19410,2440,29
19410,2441,26
19410,2442,31
19410,2443,30
19410,2444,29
19410,2449,31
19410,2451,31
19410,2456,31
19410,2457,29
19410,2459,29
19410,2464,30
19410,2472,31
19410,2476,31
19410,2478,31
19410,2480,31
19410,2481,31
19410,2483,31
19410,2488,31
19410,2491,30
19410,2497,25
19410,2501,31
19410,2507,24
19410,2519,29
19410,2526,30
19410,12427,29
19410,12436,25
19410,12442,29
19410,12454,29
19410,12455,29
19410,12461,31
19410,13053,31
19410,13059,30
19410,13064,30
19410,13106,31
19410,13111,30
19410,13112,31
19410,13113,31
19410,13114,29
19410,13116,22
19410,13123,31
19410,13877,31
19410,13969,28
19410,16186,31
19410,16187,11
19410,16188,31
19410,16189,31
19410,16191,30
19410,16192,23
19410,16196,28
19410,16197,31
19410,16199,30
19410,16202,28
19410,16203,31
19410,17644,28
19410,17645,31
19410,17646,31
19410,17647,30
19410,17648,27
19410,17649,29
19410,17650,28
19410,17652,29
19410,17653,31
19410,17655,26
19410,17656,30
19410,17657,31
19410,17659,31
19410,17660,31
19410,17661,28
19410,17708,31
19410,17871,31
19410,17960,31
19410,17962,31
19410,17971,31
19410,17989,29
19410,19185,27
19410,19188,28
19410,19191,27
19410,19192,31
19410,19193,28
19410,19194,31
19410,19304,31
19410,19306,30
19410,19442,27
19410,19443,31
19410,19623,30
19410,21065,31
19410,21129,29
19410,21130,29
19410,21131,30
19410,21132,31
19410,21135,29
19410,21136,31
19410,21137,24
19410,21138,31
19410,21139,31
19410,21142,31
19410,21143,26
19410,21145,31
19410,21147,28
19410,21148,27
19410,21149,29
19410,21150,31
19410,21280,29
19410,21638,31
19410,21656,29
19410,21657,27
19410,22681,28
19410,22730,31
19410,22731,31
19410,22732,31
19410,22733,31
19410,22734,31
19410,22735,31
19410,22736,31
19410,22737,28
19410,22738,31
19410,22740,31
19410,22741,28
19410,22742,31
19410,22743,31
19410,22744,31
19410,22745,22
19410,22912,32
19410,24754,31
19410,24755,31
19410,24756,31
19410,24757,31
19410,24758,30
19410,24759,31
19410,24760,31
19410,24761,31
19410,24762,31
19410,24763,31
19410,24764,31
19410,24766,31
19410,24767,29
19410,24768,29
19410,24770,31
19410,24771,31
19410,24772,31
19410,24773,29
19410,24774,25
19410,24775,31
19410,24776,26
19410,24777,31
19410,13317,1694
19410,2493,25
19410,2528,26
19410,16194,25
19410,19189,29
19410,24947,27
19410,24948,27
19410,25189,14
19433,2445,766
19433,21064,3109
19433,21126,3074
19433,21127,3105
19433,21141,3051
19433,21648,3109
19433,22739,3109
19433,22841,3101
19433,22842,3068
19433,23059,3106
19433,24765,3106
19433,24769,3109
19433,2576,222
19433,2390,30
19433,2391,31
19433,2394,31
19433,2395,30
19433,2396,29
19433,2405,30
19433,2422,31
19433,2434,31
19433,2440,29
19433,2441,26
19433,2442,31
19433,2443,30
19433,2444,29
19433,2449,31
19433,2451,31
19433,2456,31
19433,2457,29
19433,2459,29
19433,2464,30
19433,2472,31
19433,2476,31
19433,2478,31
19433,2480,31
19433,2481,31
19433,2483,31
19433,2488,31
19433,2491,30
19433,2497,25
19433,2501,31
19433,2507,24
19433,2519,29
19433,2526,30
19433,12427,29
19433,12436,25
19433,12442,29
19433,12454,29
19433,12455,29
19433,12461,31
19433,13053,31
19433,13059,30
19433,13064,30
19433,13106,31
19433,13111,30
19433,13112,31
19433,13113,31
19433,13114,29
19433,13116,22
19433,13123,31
19433,13877,31
19433,13969,28
19433,16186,31
19433,16187,11
19433,16188,31
19433,16189,31
19433,16191,30
19433,16192,23
19433,16196,28
19433,16197,31
19433,16199,30
19433,16202,28
19433,16203,31
19433,17644,28
19433,17645,31
19433,17646,31
19433,17647,30
19433,17648,27
19433,17649,29
19433,17650,28
19433,17652,29
19433,17653,31
19433,17655,26
19433,17656,30
19433,17657,31
19433,17659,31
19433,17660,31
19433,17661,28
19433,17708,31
19433,17871,31
19433,17960,31
19433,17962,31
19433,17971,31
19433,17989,29
19433,19185,27
19433,19188,28
19433,19191,27
19433,19192,31
19433,19193,28
19433,19194,31
19433,19304,31
19433,19306,30
19433,19442,27
19433,19443,31
19433,19623,30
19433,21065,31
19433,21129,29
19433,21130,29
19433,21131,30
19433,21132,31
19433,21135,29
19433,21136,31
19433,21137,24
19433,21138,31
19433,21139,31
19433,21142,31
19433,21143,26
19433,21145,31
19433,21147,28
19433,21148,27
19433,21149,29
19433,21150,31
19433,21280,29
19433,21638,31
19433,21656,29
19433,21657,27
19433,22681,28
19433,22730,31
19433,22731,31
19433,22732,31
19433,22733,31
19433,22734,31
19433,22735,31
19433,22736,31
19433,22737,28
19433,22738,31
19433,22740,31
19433,22741,28
19433,22742,31
19433,22743,31
19433,22744,31
19433,22745,22
19433,22912,32
19433,24754,31
19433,24755,31
19433,24756,31
19433,24757,31
19433,24758,30
19433,24759,31
19433,24760,31
19433,24761,31
19433,24762,31
19433,24763,31
19433,24764,31
19433,24766,31
19433,24767,29
19433,24768,29
19433,24770,31
19433,24771,31
19433,24772,31
19433,24773,29
19433,24774,25
19433,24775,31
19433,24776,26
19433,24777,31
19433,13317,1696
19433,2493,25
19433,2528,26
19433,16194,25
19433,19189,29
19433,24947,27
19433,24948,27
19433,25189,14
21064,2445,766
21064,21126,3080
21064,21127,3115
21064,21141,3061
21064,21648,3119
21064,22739,3119
21064,22841,3107
21064,22842,3078
21064,23059,3116
21064,24765,3116
21064,24769,3119
21064,2576,224
21064,2390,30
21064,2391,31
21064,2394,31
21064,2395,30
21064,2396,29
21064,2405,30
21064,2422,31
21064,2434,31
21064,2440,29
21064,2441,26
21064,2442,31
21064,2443,30
21064,2444,29
21064,2449,31
21064,2451,31
21064,2456,31
21064,2457,29
21064,2459,29
21064,2464,30
21064,2472,31
21064,2476,31
21064,2478,31
21064,2480,31
21064,2481,31
21064,2483,31
21064,2488,31
21064,2491,30
21064,2497,25
21064,2501,31
21064,2507,24
21064,2519,29
21064,2526,30
21064,12427,29
21064,12436,25
21064,12442,29
21064,12454,29
21064,12455,29
21064,12461,31
21064,13053,31
21064,13059,30
21064,13064,30
21064,13106,31
21064,13111,30
21064,13112,31
21064,13113,31
21064,13114,29
21064,13116,22
21064,13123,31
21064,13877,31
21064,13969,28
21064,16186,31
21064,16187,11
21064,16188,31
21064,16189,31
21064,16191,30
21064,16192,23
21064,16196,28
21064,16197,31
21064,16199,30
21064,16202,28
21064,16203,31
21064,17644,28
21064,17645,31
21064,17646,31
21064,17647,30
21064,17648,27
21064,17649,29
21064,17650,28
21064,17652,29
21064,17653,31
21064,17655,26
21064,17656,30
